title,release_year,release_month,release_day,budget_$,domestic_box_office_$,worldwide_box_office_$
The Lovely Bones,2009,Dec,11,95000000,44114232,94894448
Ben-Hur,2016,Jun,30,95000000,26410477,91669648
Seventh Son,2014,Dec,19,95000000,17725785,108874967
Finding Nemo,2003,May,30,94000000,380529370,936094852
The Lord of the Rings: The Return of the King,2003,Dec,17,94000000,377845905,1120214046
The Lord of the Rings: The Two Towers,2002,Dec,18,94000000,342548984,919148764
Lara Croft: Tomb Raider,2001,Jun,15,94000000,131144183,273330185
Kingsman: The Secret Service,2015,Jan,29,94000000,128261724,404561724
The Lord of the Rings: The Fellowship of the Ring,2001,Dec,19,93000000,315544750,891216824
Jurassic Park III,2001,Jul,18,93000000,181166115,365900000
Rise of the Planet of the Apes,2011,Aug,5,93000000,176760185,470986200
The Spiderwick Chronicles,2008,Feb,14,92500000,71195053,162839667
The Incredibles,2004,Oct,22,92000000,261441092,631441092
A Good Day to Die Hard,2013,Feb,6,92000000,67349198,304249198
The Alamo,2004,Apr,9,92000000,22406362,23911362
Cutthroat Island,1995,Dec,22,92000000,10017322,18517322
The Secret Life of Walter Mitty,2013,Dec,19,91000000,58236838,187861183
Jumanji: Welcome to the Jungle,2017,Dec,20,90000000,404508916,961613199
Men in Black,1997,Jul,1,90000000,250690539,587790539
Toy Story 2,1999,Nov,19,90000000,245852179,511358276
Rush Hour 2,2001,Aug,3,90000000,226164286,347425832
Sherlock Holmes,2009,Dec,25,90000000,209028679,498438212
Bad Boys For Life,2020,Jan,15,90000000,204417855,424536881
Ice Age: Dawn of the Dinosaurs,2009,Jul,1,90000000,196573705,886686817
Spider-Man: Into The Spider-Verse 3D,2018,Dec,12,90000000,190173195,375654619
What Lies Beneath,2000,Jul,21,90000000,155464351,288693989
Sonic The Hedgehog,2020,Feb,13,90000000,146066470,304961681
Rio,2011,Apr,8,90000000,143619809,487519809
Once Upon a Time…in Hollywood,2019,Jul,24,90000000,142502728,377562039
The Departed,2006,Oct,6,90000000,132384315,289660619
Charlie's Angels,2000,Nov,3,90000000,125305545,259736090
Mulan,1998,Jun,19,90000000,120620254,303500000
Tropic Thunder,2008,Aug,13,90000000,110515313,191145256
The Girl with the Dragon Tattoo,2011,Dec,20,90000000,102515793,239373970
Contact,1997,Jul,11,90000000,100920329,165900000
You Don't Mess With the Zohan,2008,Jun,6,90000000,100018837,202910991
Die Hard: With a Vengeance,1995,May,19,90000000,100012499,366101666
The Magnificent Seven,2016,Sep,12,90000000,93432655,162136124
Alvin and the Chipmunks: The Road Chip,2015,Dec,18,90000000,85886987,249517956
Atlantis: The Lost Empire,2001,Jun,8,90000000,84052762,186049020
Valkyrie,2008,Dec,25,90000000,83107829,203932174
Pixels,2015,Jul,16,90000000,78765986,244041804
Artificial Intelligence: AI,2001,Jun,29,90000000,78616689,235900000
The Haunted Mansion,2003,Nov,26,90000000,75817994,155750628
Hollow Man,2000,Aug,4,90000000,73209340,191200000
The Interpreter,2005,Apr,22,90000000,72708161,162753837
Percy Jackson: Sea of Monsters,2013,Aug,7,90000000,68559554,200859554
Lara Croft: Tomb Raider: The Cradle of Life,2003,Jul,25,90000000,65653758,157092943
Now You See Me 2,2016,May,27,90000000,65075540,328325007
Spy Game,2001,Nov,21,90000000,62362560,143049560
The Saint,1997,Apr,4,90000000,61363304,169400000
Mission to Mars,2000,Mar,10,90000000,60874615,106000000
Tomb Raider,2018,Mar,6,90000000,58250803,273477501
Bicentennial Man,1999,Dec,17,90000000,58220776,87420776
King Arthur,2004,Jul,7,90000000,51877963,203653524
Volcano,1997,Apr,25,90000000,47546796,120100000
The Devil's Own,1997,Mar,26,90000000,42885593,140900000
K-19: The Widowmaker,2002,Jul,19,90000000,35168966,65716126
Conan the Barbarian,2011,Aug,19,90000000,21295021,63356133
The Three Musketeers,2011,Oct,21,90000000,20377913,139877913
The Promise,2017,Apr,21,90000000,8224288,10551417
The Nutcracker in 3D,2010,Nov,24,90000000,195459,20466016
Twister,1996,May,10,88000000,241688385,495700000
Cinderella Man,2005,Jun,3,88000000,61649911,105021488
The Predator,2018,Sep,11,88000000,51024708,159487563
Snake Eyes: G.I. Joe Origins,2021,Jul,21,88000000,28264325,32940490
Fantastic Four,2005,Jul,8,87500000,154696080,333132750
Hannibal,2001,Feb,9,87000000,165092266,350100280
Seabiscuit,2003,Jul,25,86000000,120277854,148715342
Cast Away,2000,Dec,22,85000000,233632142,427230516
Happy Feet,2006,Nov,17,85000000,198000317,385000317
Ocean's Eleven,2001,Dec,7,85000000,183417150,450728529
The Bourne Supremacy,2004,Jul,23,85000000,176087450,311001124
Air Force One,1997,Jul,25,85000000,172956409,315268353
Fast & Furious,2009,Apr,2,85000000,155064265,359347833
Horton Hears a Who,2008,Mar,14,85000000,154529439,299477886
Divergent,2014,Mar,21,85000000,150947895,276014965
Hotel Transylvania,2012,Sep,27,85000000,148313048,378659142
Shazam!,2019,Apr,3,85000000,140371656,363664533
Enchanted,2007,Nov,21,85000000,127706877,340384141
Safe House,2012,Feb,8,85000000,126181630,207884401
I Now Pronounce You Chuck and Larry,2007,Jul,20,85000000,119725280,185708462
Ocean's Thirteen,2007,Jun,8,85000000,117144465,311744465
It’s Complicated,2009,Dec,25,85000000,112735375,224614744
Enemy of the State,1998,Nov,20,85000000,111549836,250649836
Open Season,2006,Sep,29,85000000,85105259,191932158
Tower Heist,2011,Nov,4,85000000,78046570,150422946
102 Dalmatians,2000,Nov,22,85000000,66941559,66941559
Mirror Mirror,2012,Mar,15,85000000,64935167,173613482
The Holiday,2006,Dec,8,85000000,63280000,205190324
The Fast and the Furious: Tokyo Drift,2006,Jun,15,85000000,62615510,157794205
Memoirs of a Geisha,2005,Dec,9,85000000,57010853,161510853
Enemy at the Gates,2001,Mar,16,85000000,51396781,96971293
Last Action Hero,1993,Jun,18,85000000,50016394,137298489
The Rundown,2003,Sep,26,85000000,47641743,80831893
Arthur Christmas,2011,Nov,11,85000000,46462469,148947564
xXx: Return of Xander Cage,2017,Jan,19,85000000,44898413,345033359
Meet Joe Black,1998,Nov,13,85000000,44650003,44650003
Cats & Dogs: The Revenge of Kitty Galore,2010,Jul,30,85000000,43585753,113026383
Collateral Damage,2002,Feb,8,85000000,40048332,78353508
Showtime,2002,Mar,15,85000000,37948765,78948765
Judge Dredd,1995,Jun,30,85000000,34687912,113487912
Zodiac,2007,Mar,2,85000000,33080084,83080084
Scott Pilgrim vs. The World,2010,Aug,13,85000000,32841100,49286548
The Core,2003,Mar,28,85000000,31111260,74120792
Father's Day,1997,May,9,85000000,28681080,35681080
The Greatest Showman,2017,Dec,11,84000000,174340174,434104158
Scooby-Doo,2002,Jun,14,84000000,153294164,276294164
Nutty Professor II: The Klumps,2000,Jul,28,84000000,123307945,166307945
RED 2,2013,Jul,19,84000000,53262560,141507355
Click,2006,Jun,23,82500000,137355633,237685089
Charlotte\'s Web,2006,Dec,15,82500000,82985708,143985708
Jumper,2008,Feb,14,82500000,80172128,222640812
Hellboy II: The Golden Army,2008,Jul,11,82500000,75986503,160388063
The Longest Yard,2005,May,27,82000000,158119460,191558505
The Expendables,2010,Aug,13,82000000,103068524,268268174
Birds of Prey (And the Fantabulous Emancipation…,2020,Feb,5,82000000,84158461,201852140
The Boss Baby: Family Business,2021,Jul,1,82000000,57280635,113813882
The 6th Day,2000,Nov,17,82000000,34543701,96024898
Bruce Almighty,2003,May,23,81000000,242704995,484468608
The Hunger Games,2012,Mar,8,80000000,408010692,677923379
The Hangover Part II,2011,May,26,80000000,254464305,586764305
Mission: Impossible,1996,May,21,80000000,180981886,457697994
The Lego Batman Movie,2017,Feb,2,80000000,175750384,310570560
Hotel Transylvania 2,2015,Sep,23,80000000,169700110,469500298
Batman Returns,1992,Jun,18,80000000,162833635,266824291
The Secret Life of Pets 2,2019,May,24,80000000,158874395,446275938
The Mummy,1999,May,7,80000000,155385488,416385488
Over the Hedge,2006,May,19,80000000,155019340,343397247
Lilo & Stitch,2002,Jun,21,80000000,145771527,245800000
Deep Impact,1998,May,8,80000000,140464664,349464664
Grown Ups 2,2013,Jul,12,80000000,133668525,247023808
Alvin and the Chipmunks: Chipwrecked,2011,Dec,14,80000000,133107389,349088523
Get Smart,2008,Jun,20,80000000,130319208,226739416
Robots,2005,Mar,11,80000000,128200012,260636271
Shutter Island,2010,Feb,19,80000000,128012934,299461782
Something's Gotta Give,2003,Dec,12,80000000,124685242,266685242
Four Christmases,2008,Nov,26,80000000,120146040,168311558
Face/Off,1997,Jun,27,80000000,112276146,241200000
Bedtime Stories,2008,Dec,25,80000000,110101975,221468935
Road to Perdition,2002,Jul,12,80000000,104054514,183354514
Just Go With It,2011,Feb,11,80000000,103028109,214974953
Daredevil,2003,Feb,14,80000000,102543518,182782518
Eagle Eye,2008,Sep,26,80000000,101440743,180585259
Con Air,1997,Jun,6,80000000,101117573,224117573
Yogi Bear,2010,Dec,17,80000000,100246011,204774690
Cold Mountain,2003,Dec,25,80000000,95632614,165173909
The Book of Eli,2010,Jan,15,80000000,94835059,158750817
Flubber,1997,Nov,26,80000000,92993801,177993801
The Haunting,1999,Jul,23,80000000,91188905,180188905
Space Jam,1996,Nov,15,80000000,90463534,250180384
Fury,2014,Oct,17,80000000,85817906,210315681
Smallfoot,2018,Sep,21,80000000,83240103,213682073
The Pink Panther,2006,Feb,10,80000000,82226474,158926474
Zookeeper,2011,Jul,8,80000000,80360866,170805525
The Day the Earth Stood Still,2008,Dec,12,80000000,79366978,237370350
Conspiracy Theory,1997,Aug,8,80000000,76118990,142783718
"Six Days, Seven Nights",1998,Jun,12,80000000,74339294,164800000
Spirit: Stallion of the Cimarron,2002,May,24,80000000,73215310,106515310
Swordfish,2001,Jun,8,80000000,69772969,147080413
Fantasia 2000 (Theatrical Release),1999,Dec,31,80000000,69610858,69618634
Lost In Space,1998,Apr,3,80000000,69117629,136047317
The Manchurian Candidate,2004,Jul,30,80000000,65948711,96135872
Déjà Vu,2006,Nov,22,80000000,64038616,181038616
Bewitched,2005,Jun,24,80000000,63313159,131159306
The Good Shepherd,2006,Dec,22,80000000,59908565,100378271
The Time Machine,2002,Mar,8,80000000,56684819,98983590
What Dreams May Come,1998,Oct,2,80000000,55485043,71485043
Mighty Joe Young,1998,Dec,25,80000000,50632037,50632037
Ad Astra,2019,Sep,19,80000000,50188370,135432019
The Legend of Zorro,2005,Oct,28,80000000,45575336,141475336
Little Nicky,2000,Nov,10,80000000,39442871,58270391
Surrogates,2009,Sep,25,80000000,38577772,119668350
Evolution,2001,Jun,8,80000000,38311134,98341932
The Brothers Grimm,2005,Aug,26,80000000,37899638,105299638
Mars Attacks!,1996,Dec,13,80000000,37771017,101371017
The Wild,2006,Apr,14,80000000,37384046,99010667
Walking with Dinosaurs,2013,Dec,20,80000000,36076121,123368842
Thirteen Days,2000,Dec,22,80000000,34566746,66554547
Daylight,1996,Dec,6,80000000,32908290,158908290
The Last Witch Hunter,2015,Oct,21,80000000,27367660,130818912
Pompeii,2014,Feb,21,80000000,23169033,108469033
Battlefield Earth: A Saga of the Year 3000,2000,May,12,80000000,21471685,29725663
Looney Tunes: Back in Action,2003,Nov,14,80000000,20950820,54540662
Nine,2009,Dec,18,80000000,19676965,56984219
Timeline,2003,Nov,26,80000000,19480739,26703184
Oceans,2010,Apr,22,80000000,19422319,86787530
Babe: Pig in the City,1998,Nov,25,80000000,18319860,69131860
The Postman,1997,Dec,25,80000000,17650704,20841123
Red Planet,2000,Nov,10,80000000,17480890,33463969
Arthur et les Minimoys,2007,Jan,12,80000000,15132763,113325743
The Invasion,2007,Aug,17,80000000,15074191,40147042
A Sound of Thunder,2005,Sep,2,80000000,1900451,6300451
The Lion King,1994,Jun,15,79300000,421785283,986214868
Journey 2: The Mysterious Island,2012,Feb,2,79000000,103860290,318146162
Jack and Jill,2011,Nov,11,79000000,74158157,150519217
A Beautiful Mind,2001,Dec,21,78000000,170708996,317668058
Cloudy with a Chance of Meatballs 2,2013,Sep,26,78000000,119793567,274392649
Red Dragon,2002,Oct,4,78000000,92955420,206455420
Hidalgo,2004,Mar,5,78000000,67286731,108086731
The League of Extraordinary Gentlemen,2003,Jul,11,78000000,66465204,179265204
Exorcist: The Beginning,2004,Aug,20,78000000,41814863,43957541
The Little Prince,2015,Jul,29,77500000,1311213,102028919
The Equalizer 2,2018,Jul,18,77000000,102084362,190376181
Despicable Me 2,2013,Jun,26,76000000,368065385,975216835
2 Fast 2 Furious,2003,Jun,6,76000000,127120058,236410607
Children of Men,2006,Dec,25,76000000,35552383,69845011
The Adventures of Rocky & Bullwinkle,2000,Jun,30,76000000,26000610,35129610
The Secret Life of Pets,2016,May,8,75000000,368384330,885302500
Independence Day,1996,Jul,2,75000000,306169255,817400878
Dr. Seuss’ The Grinch,2018,Nov,7,75000000,270834950,514602427
Sing,2016,Nov,24,75000000,270329045,632483611
Despicable Me 3,2017,Jun,14,75000000,264624300,1032596894
The Lost World: Jurassic Park,1997,May,22,75000000,229086679,618638999
Ice Age: The Meltdown,2006,Mar,31,75000000,195330621,651899282
Madagascar,2005,May,27,75000000,193595521,556559566
Grown Ups,2010,Jun,25,75000000,162001186,272223000
Shark Tale,2004,Sep,20,75000000,161412000,371741123
X-Men,2000,Jul,14,75000000,157299717,296872367
Wanted,2008,Jun,27,75000000,134508551,342416460
The Rock,1996,Jun,7,75000000,134069511,336069511
50 First Dates,2004,Feb,13,75000000,120776832,196320329
Mamma Mia: Here We Go Again!,2018,Jul,18,75000000,120634935,399228127
Hairspray,2007,Jul,20,75000000,118871849,202822861
Now You See Me,2013,May,31,75000000,117723989,342769200
Dreamgirls,2006,Dec,15,75000000,103365956,155620350
Christopher Robin,2018,Aug,3,75000000,99215042,197744377
Inspector Gadget,1999,Jul,23,75000000,97387965,97387965
Immortals,2011,Nov,11,75000000,83504017,211562435
The Terminal,2004,Jun,18,75000000,77073959,218673959
Constantine,2005,Feb,18,75000000,75976178,221593554
Monster House,2006,Jul,21,75000000,73661010,141267370
Vertical Limit,2000,Dec,8,75000000,68473360,213500000
Charlie Wilson’s War,2007,Dec,21,75000000,66661095,119512771
Life,1999,Apr,16,75000000,64062587,73521587
Abominable,2019,Sep,19,75000000,60761390,188659191
Be Cool,2005,Mar,4,75000000,55849401,94944017
Munich,2005,Dec,23,75000000,47379090,131492772
Killers,2010,Jun,4,75000000,47059963,95572749
The Man From U.N.C.L.E.,2015,Aug,12,75000000,45445109,108517735
Tears of the Sun,2003,Mar,7,75000000,43632458,85632458
Lady in the Water,2006,Jul,21,75000000,42285169,72785169
Spanglish,2004,Dec,17,75000000,42044321,54344321
Bandits,2001,Oct,12,75000000,41523271,71523271
Anna and the King,1999,Dec,17,75000000,39251128,39251128
First Knight,1995,Jul,7,75000000,37361412,127361412
Sucker Punch,2011,Mar,25,75000000,36392502,89758389
Hostage,2005,Mar,11,75000000,34636443,77636443
Inferno,2016,Oct,5,75000000,34343574,219519367
Hollywood Homicide,2003,Jun,13,75000000,30207785,50409753
Titan A.E.,2000,Jun,16,75000000,22751979,36751979
Flight of the Phoenix,2004,Dec,17,75000000,21009180,34009180
Soldier,1998,Oct,23,75000000,14623082,14623082
Virus,1999,Jan,15,75000000,14010690,30626690
Monkeybone,2001,Feb,23,75000000,5409517,5409517
PLAYMOBIL,2019,Aug,7,75000000,1115008,16288031
Minions,2015,Jun,17,74000000,336045770,1159631140
The SpongeBob Movie: Sponge Out of Water,2015,Jan,28,74000000,162994032,311013181
Unbreakable,2000,Nov,22,73243106,94999143,248099143
Talladega Nights: The Ballad of Ricky Bobby,2006,Aug,4,73000000,148213377,162870525
The Angry Birds Movie,2016,May,11,73000000,107509366,352327887
Snake Eyes,1998,Aug,7,73000000,55591409,103891409
Sphere,1998,Feb,13,73000000,37068294,50168294
The Simpsons Movie,2007,Jul,26,72500000,183135014,527071022
Fool's Gold,2008,Feb,8,72500000,70231041,109362966
Funny People,2009,Jul,31,72500000,51855045,71880305
The Kingdom,2007,Sep,28,72500000,47467250,86802457
Dr. Dolittle 2,2001,Jun,22,72000000,112950721,176101721
Braveheart,1995,May,24,72000000,75545647,209045244
Jarhead,2005,Nov,4,72000000,62647540,96947540
Driven,2001,Apr,27,72000000,32616869,54616869
The Majestic,2001,Dec,21,72000000,27796042,37306334
Two Brothers,2004,Jun,25,72000000,19176754,62176754
The Village,2004,Jul,30,71682975,114197520,257641634
Doctor Dolittle,1998,Jun,26,71500000,144156605,294156605
Signs,2002,Aug,2,70702619,227969295,408250578
Shrek 2,2004,May,19,70000000,441226247,935253978
Cars,2006,May,1,70000000,244082982,461630558
Alvin and the Chipmunks: The Squeakquel,2009,Dec,23,70000000,219614612,443483213
It: Chapter Two,2019,Sep,4,70000000,211593228,469566806
Who Framed Roger Rabbit?,1988,Jun,22,70000000,154112492,351500000
Runaway Bride,1999,Jul,30,70000000,152257509,310138178
xXx,2002,Aug,9,70000000,141930000,267200000
Ocean’s 8,2018,Jun,8,70000000,140218711,297718711
Ransom,1996,Nov,8,70000000,136492681,308700000
Inglourious Basterds,2009,Aug,21,70000000,120774594,316915264
Hook,1991,Dec,11,70000000,119654823,300854823
Die Hard 2,1990,Jul,3,70000000,117323878,239813888
S.W.A.T.,2003,Aug,8,70000000,116877597,207154748
Daddy’s Home 2,2017,Nov,10,70000000,104029443,175807183
Sleepy Hollow,1999,Nov,19,70000000,101068340,207068340
Vanilla Sky,2001,Dec,14,70000000,100614858,202726605
Hercules,1997,Jun,13,70000000,99112101,250700000
Olympus Has Fallen,2013,Mar,20,70000000,98927592,172878928
Battle: Los Angeles,2011,Mar,11,70000000,83552429,213463976
AVP: Alien Vs. Predator,2004,Aug,13,70000000,80281096,172543519
War Horse,2011,Dec,25,70000000,79883359,156815529
We Were Soldiers,2002,Mar,1,70000000,78120196,114658262
The Monuments Men,2014,Feb,7,70000000,78031620,158702748
Storks,2016,Sep,22,70000000,72679278,183353431
Star Trek: Insurrection,1998,Dec,11,70000000,70187658,117800000
Big Fish,2003,Dec,10,70000000,66432867,123954323
Wolf,1994,Jun,17,70000000,65011757,131011757
Underworld: Awakening,2012,Jan,20,70000000,62321039,160379930
The Lego Ninjago Movie,2017,Sep,15,70000000,59281555,122737201
Dracula Untold,2014,Oct,1,70000000,55991880,220241723
The Guardian,2006,Sep,29,70000000,55011732,94973540
The Abyss,1989,Aug,9,70000000,54243125,54243441
Wall Street 2: Money Never Sleeps,2010,Sep,24,70000000,52474616,137431619
The Dilemma,2011,Jan,14,70000000,48475290,70546865
Rumor Has It,2005,Dec,25,70000000,42996140,88933562
The Siege,1998,Nov,6,70000000,40934175,116625798
